Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Excess Transfers Back,Other Expenses,Medical,Competition Guarantees,Recruiting,Game Expenses and Travel,Facilities and Equipment,Coaches Compensation,Support and Admin Compensation w/Severance,Athletic Student Aid,Total Academic Spending (University-Wide),Total Football Spending,Total Football Coaching Salaries
Texas A & M University,228723,2018,Football Bowl Subdivision,Southeastern Conference,"$165,782,418 ",$0 ,"$25,546,310 ","$851,544 ","$3,976,183 ","$3,036,727 ","$15,319,580 ","$43,515,260 ","$33,267,147 ","$29,135,776 ","$11,133,891 ","$2,614,070,380 ","$48,633,953 ","$18,667,171 "
Texas A & M University,228723,2019,Football Bowl Subdivision,Southeastern Conference,"$169,012,456 ",$0 ,"$31,607,644 ","$956,431 ","$4,437,530 ","$3,169,123 ","$16,236,603 ","$45,159,924 ","$32,811,463 ","$23,284,272 ","$11,349,466 ","$2,716,218,672 ","$42,803,202 ","$17,610,204 "
Texas A & M University,228723,2020,Football Bowl Subdivision,Southeastern Conference,"$159,136,624 ",$0 ,"$22,932,932 ","$1,077,065 ","$3,524,469 ","$2,565,646 ","$13,397,054 ","$45,953,685 ","$32,899,762 ","$25,419,268 ","$11,366,743 ","$2,973,594,196 ","$40,626,376 ","$17,284,934 "
Texas A & M University,228723,2021,Football Bowl Subdivision,Southeastern Conference,"$141,824,256 ",$0 ,"$19,037,073 ","$1,159,128 ","$705,260 ","$1,008,816 ","$11,439,916 ","$38,941,845 ","$31,470,601 ","$25,658,245 ","$12,403,372 ","$2,958,908,504 ","$36,655,978 ","$16,486,754 "
Texas A & M University,228723,2022,Football Bowl Subdivision,Southeastern Conference,"$177,671,900 ",$0 ,"$29,512,890 ","$1,618,038 ","$4,318,979 ","$5,016,633 ","$18,859,901 ","$40,080,833 ","$36,100,612 ","$28,531,074 ","$13,632,940 ","$2,958,908,504 ","$46,083,050 ","$17,153,655 "
Texas Tech University,229115,2018,Football Bowl Subdivision,Big 12 Conference,"$88,948,721 ",$0 ,"$7,184,724 ","$1,208,436 ","$2,081,315 ","$1,833,803 ","$11,748,309 ","$21,634,267 ","$17,447,961 ","$18,408,838 ","$7,401,068 ","$715,104,241 ","$29,439,201 ","$7,329,092 "
Texas Tech University,229115,2019,Football Bowl Subdivision,Big 12 Conference,"$95,132,604 ",$0 ,"$8,663,738 ","$1,377,665 ","$1,816,401 ","$2,521,866 ","$13,941,298 ","$19,278,899 ","$19,324,773 ","$20,928,723 ","$7,279,241 ","$758,015,208 ","$30,371,142 ","$7,046,455 "
Texas Tech University,229115,2020,Football Bowl Subdivision,Big 12 Conference,"$88,327,973 ",$0 ,"$6,293,056 ","$1,742,559 ","$1,772,917 ","$1,645,448 ","$10,298,445 ","$16,563,764 ","$20,630,644 ","$22,441,767 ","$6,939,373 ","$781,339,658 ","$29,303,767 ","$7,439,267 "
Texas Tech University,229115,2021,Football Bowl Subdivision,Big 12 Conference,"$83,873,438 ",$0 ,"$5,675,286 ","$2,934,904 ","$1,085,414 ","$1,349,849 ","$8,606,796 ","$17,139,107 ","$18,409,289 ","$20,725,894 ","$7,946,899 ","$791,783,851 ","$27,570,003 ","$7,611,189 "
Texas Tech University,229115,2022,Football Bowl Subdivision,Big 12 Conference,"$104,778,443 ",$0 ,"$8,331,787 ","$1,903,332 ","$3,037,217 ","$2,831,437 ","$14,937,163 ","$20,102,185 ","$21,905,937 ","$24,004,086 ","$7,725,299 ","$791,783,851 ","$35,152,808 ","$10,350,702 "
The Ohio State University,204796,2018,Football Bowl Subdivision,Big Ten Conference,"$206,472,651 ","$2,662,936 ","$18,470,994 ","$1,468,239 ","$4,103,107 ","$2,819,239 ","$21,901,557 ","$51,752,236 ","$40,242,782 ","$41,746,083 ","$21,305,478 ","$2,546,641,701 ","$46,076,280 ","$16,917,895 "
The Ohio State University,204796,2019,Football Bowl Subdivision,Big Ten Conference,"$223,605,396 ","$3,032,440 ","$19,238,337 ","$1,954,617 ","$9,584,388 ","$2,862,134 ","$25,904,379 ","$59,888,210 ","$40,841,386 ","$38,228,949 ","$22,070,556 ","$2,620,293,975 ","$60,076,743 ","$20,996,858 "
The Ohio State University,204796,2020,Football Bowl Subdivision,Big Ten Conference,"$218,651,265 ","$3,441,699 ","$16,685,097 ","$2,258,973 ","$9,060,132 ","$2,015,358 ","$21,365,613 ","$63,484,310 ","$38,088,890 ","$40,726,739 ","$21,524,454 ","$2,765,382,324 ","$52,616,230 ","$18,058,007 "
The Ohio State University,204796,2021,Football Bowl Subdivision,Big Ten Conference,"$171,618,051 ","$1,066,131 ","$12,472,199 ","$2,313,462 ","$226,726 ","$578,953 ","$9,503,467 ","$53,875,771 ","$39,519,318 ","$31,437,418 ","$20,624,606 ","$2,789,544,210 ","$45,176,147 ","$20,937,472 "
The Ohio State University,204796,2022,Football Bowl Subdivision,Big Ten Conference,"$227,906,141 ","$2,172,723 ","$22,615,171 ","$2,763,025 ","$11,823,427 ","$3,384,022 ","$23,539,427 ","$53,312,105 ","$43,980,269 ","$39,751,315 ","$24,564,657 ","$2,789,544,210 ","$69,127,911 ","$22,391,383 "
The University of Alabama,100751,2018,Football Bowl Subdivision,Southeastern Conference,"$166,533,013 ",$0 ,"$19,924,125 ","$3,090,576 ","$4,166,549 ","$3,310,990 ","$23,563,927 ","$37,408,509 ","$27,979,991 ","$30,346,586 ","$16,741,760 ","$847,327,754 ","$62,944,471 ","$15,299,757 "
The University of Alabama,100751,2019,Football Bowl Subdivision,Southeastern Conference,"$185,317,681 ",$0 ,"$22,794,836 ","$3,296,893 ","$3,985,825 ","$4,026,525 ","$24,138,237 ","$36,842,458 ","$33,186,394 ","$38,851,455 ","$18,195,058 ","$825,114,773 ","$69,718,057 ","$20,006,173 "
The University of Alabama,100751,2020,Football Bowl Subdivision,Southeastern Conference,"$173,141,125 ",$0 ,"$23,326,967 ","$3,022,769 ","$4,583,000 ","$3,396,572 ","$16,434,314 ","$40,068,942 ","$31,908,828 ","$33,034,035 ","$17,365,698 ","$800,754,778 ","$58,508,851 ","$19,752,703 "
The University of Alabama,100751,2021,Football Bowl Subdivision,Southeastern Conference,"$170,191,728 ",$0 ,"$16,226,624 ","$7,689,965 ","$306,433 ","$734,399 ","$15,338,497 ","$42,620,876 ","$36,509,164 ","$32,282,932 ","$18,482,838 ","$852,683,823 ","$59,515,883 ","$23,115,254 "
The University of Alabama,100751,2022,Football Bowl Subdivision,Southeastern Conference,"$195,881,911 ",$0 ,"$25,910,952 ","$4,028,239 ","$4,963,000 ","$3,824,089 ","$23,426,924 ","$42,823,378 ","$37,062,029 ","$34,890,982 ","$18,952,318 ","$852,683,823 ","$78,521,050 ","$22,576,651 "
The University of Tennessee,221759,2018,Football Bowl Subdivision,Southeastern Conference,"$150,030,497 ",$0 ,"$17,918,585 ","$1,611,841 ","$3,120,400 ","$3,220,244 ","$13,242,893 ","$35,004,293 ","$21,843,304 ","$39,538,282 ","$14,530,655 ","$1,018,101,765 ","$58,832,994 ","$10,203,236 "
The University of Tennessee,221759,2019,Football Bowl Subdivision,Southeastern Conference,"$142,976,173 ",$0 ,"$18,110,184 ","$1,924,817 ","$4,029,526 ","$3,823,143 ","$14,099,943 ","$33,819,969 ","$24,636,613 ","$27,209,337 ","$15,322,641 ","$1,066,749,709 ","$52,739,842 ","$10,997,829 "
The University of Tennessee,221759,2020,Football Bowl Subdivision,Southeastern Conference,"$140,824,626 ",$0 ,"$14,354,474 ","$2,069,682 ","$3,807,550 ","$2,962,606 ","$14,342,430 ","$33,945,825 ","$26,590,337 ","$27,434,014 ","$15,317,708 ","$1,051,874,228 ","$55,730,413 ","$12,391,674 "
The University of Tennessee,221759,2021,Football Bowl Subdivision,Southeastern Conference,"$132,163,159 ",$0 ,"$21,114,676 ","$3,960,136 ","$265,775 ","$476,191 ","$8,871,034 ","$24,985,340 ","$24,646,787 ","$32,051,775 ","$15,791,445 ","$1,075,714,613 ","$45,899,235 ","$10,806,841 "
The University of Tennessee,221759,2022,Football Bowl Subdivision,Southeastern Conference,"$157,108,637 ",$0 ,"$19,451,876 ","$1,888,930 ","$4,154,800 ","$4,332,770 ","$16,555,415 ","$29,923,114 ","$29,806,404 ","$32,582,973 ","$18,412,355 ","$1,075,714,613 ","$47,194,884 ","$11,135,116 "
The University of Texas at Austin,228778,2018,Football Bowl Subdivision,Big 12 Conference,"$217,327,009 ","$10,772,577 ","$25,779,186 ","$1,680,414 ","$2,157,000 ","$3,199,072 ","$20,778,855 ","$64,190,646 ","$26,211,512 ","$49,901,820 ","$12,655,927 ","$2,380,623,939 ","$40,936,348 ","$11,295,725 "
The University of Texas at Austin,228778,2019,Football Bowl Subdivision,Big 12 Conference,"$207,428,044 ","$3,193,147 ","$22,274,343 ","$2,251,372 ","$2,384,995 ","$2,833,372 ","$20,822,581 ","$67,710,775 ","$32,492,276 ","$40,380,052 ","$13,085,131 ","$2,521,305,366 ","$43,039,170 ","$15,354,854 "
The University of Texas at Austin,228778,2020,Football Bowl Subdivision,Big 12 Conference,"$178,668,974 ","$5,020,946 ","$16,989,638 ","$1,646,461 ","$3,477,245 ","$1,712,188 ","$17,826,343 ","$47,832,613 ","$34,466,544 ","$37,861,089 ","$11,835,907 ","$2,570,190,359 ","$41,849,062 ","$16,841,590 "
The University of Texas at Austin,228778,2021,Football Bowl Subdivision,Big 12 Conference,"$167,324,290 ","$6,791,622 ","$12,443,997 ","$5,306,635 ","$1,830,000 ","$1,266,974 ","$16,038,543 ","$29,821,998 ","$43,105,708 ","$38,231,224 ","$12,487,589 ","$2,626,769,815 ","$43,648,896 ","$18,126,723 "
The University of Texas at Austin,228778,2022,Football Bowl Subdivision,Big 12 Conference,"$227,240,679 ","$2,087,668 ","$23,727,499 ","$2,216,691 ","$3,696,259 ","$4,509,875 ","$25,866,462 ","$65,836,230 ","$40,679,020 ","$44,923,407 ","$13,697,568 ","$2,626,769,815 ","$51,550,666 ","$16,202,231 "
University of Arizona,104179,2018,Football Bowl Subdivision,Pacific-12 Conference,"$103,329,464 ",$0 ,"$10,217,792 ","$1,265,564 ","$1,273,050 ","$1,495,385 ","$11,674,439 ","$19,845,543 ","$20,512,373 ","$24,067,543 ","$12,977,775 ","$1,789,232,916 ","$32,500,874 ","$9,573,523 "
University of Arizona,104179,2019,Football Bowl Subdivision,Pacific-12 Conference,"$100,565,835 ",$0 ,"$10,253,351 ","$1,366,986 ","$2,288,318 ","$1,822,466 ","$11,651,597 ","$24,889,302 ","$17,674,235 ","$17,187,551 ","$13,432,029 ","$1,883,804,412 ","$22,568,496 ","$6,429,607 "
University of Arizona,104179,2020,Football Bowl Subdivision,Pacific-12 Conference,"$101,084,625 ",$0 ,"$10,513,578 ","$1,270,391 ","$1,678,100 ","$1,475,592 ","$10,940,395 ","$24,914,213 ","$19,497,012 ","$17,745,141 ","$13,050,203 ","$1,931,396,117 ","$22,116,726 ","$7,419,804 "
University of Arizona,104179,2021,Football Bowl Subdivision,Pacific-12 Conference,"$93,431,241 ",$0 ,"$7,548,026 ","$792,229 ","$529,000 ","$589,862 ","$5,460,458 ","$14,245,558 ","$33,717,355 ","$16,557,611 ","$13,991,142 ","$1,903,654,000 ","$25,867,931 ","$15,423,024 "
University of Arizona,104179,2022,Football Bowl Subdivision,Pacific-12 Conference,"$124,944,926 ",$0 ,"$13,866,010 ","$1,144,200 ","$1,842,910 ","$2,594,234 ","$14,101,997 ","$35,174,017 ","$22,395,123 ","$19,996,951 ","$13,829,484 ","$1,903,654,000 ","$26,564,749 ","$7,975,292 "
University of Arkansas,106397,2018,Football Bowl Subdivision,Southeastern Conference,"$127,369,722 ",$0 ,"$19,171,204 ","$1,643,439 ","$4,673,531 ","$2,394,790 ","$12,988,212 ","$24,861,521 ","$23,032,684 ","$26,020,482 ","$12,583,859 ","$704,147,312 ","$44,632,636 ","$11,259,970 "
University of Arkansas,106397,2019,Football Bowl Subdivision,Southeastern Conference,"$129,620,361 ",$0 ,"$18,726,922 ","$1,882,493 ","$3,932,599 ","$3,275,057 ","$14,305,741 ","$27,778,293 ","$22,279,911 ","$24,675,357 ","$12,763,988 ","$744,396,445 ","$43,162,670 ","$9,895,174 "
University of Arkansas,106397,2020,Football Bowl Subdivision,Southeastern Conference,"$123,857,351 ",$0 ,"$14,829,673 ","$1,614,146 ","$4,908,585 ","$1,944,282 ","$10,796,819 ","$28,711,691 ","$22,748,923 ","$25,335,151 ","$12,968,081 ","$743,073,948 ","$43,552,585 ","$9,745,924 "
University of Arkansas,106397,2021,Football Bowl Subdivision,Southeastern Conference,"$111,597,676 ",$0 ,"$12,924,509 ","$4,067,897 ","$704,390 ","$383,920 ","$11,825,959 ","$18,476,969 ","$22,495,172 ","$28,581,663 ","$12,137,197 ","$732,676,526 ","$34,383,743 ","$9,909,013 "
University of Arkansas,106397,2022,Football Bowl Subdivision,Southeastern Conference,"$144,319,041 ",$0 ,"$14,568,015 ","$1,391,696 ","$4,808,748 ","$2,262,001 ","$20,310,196 ","$30,811,116 ","$27,798,915 ","$26,925,021 ","$15,443,333 ","$732,676,526 ","$46,994,950 ","$12,296,748 "
University of California-Berkeley,110635,2018,Football Bowl Subdivision,Pacific-12 Conference,"$110,558,630 ",$0 ,"$8,376,424 ","$2,367,772 ","$1,869,289 ","$1,397,437 ","$10,921,872 ","$31,934,618 ","$18,704,642 ","$21,958,424 ","$13,028,152 ","$2,366,464,129 ","$39,569,523 ","$6,271,723 "
University of California-Berkeley,110635,2019,Football Bowl Subdivision,Pacific-12 Conference,"$106,676,734 ",$0 ,"$10,179,702 ","$2,656,264 ","$1,391,181 ","$1,769,353 ","$12,938,741 ","$21,116,468 ","$21,794,076 ","$22,821,286 ","$12,009,663 ","$2,494,159,305 ","$36,251,313 ","$8,606,742 "
University of California-Berkeley,110635,2020,Football Bowl Subdivision,Pacific-12 Conference,"$101,829,452 ",$0 ,"$9,578,485 ","$2,402,473 ","$1,110,748 ","$1,424,911 ","$10,971,248 ","$19,373,969 ","$21,197,161 ","$24,864,110 ","$10,906,347 ","$2,713,757,977 ","$31,223,684 ","$8,334,005 "
University of California-Berkeley,110635,2021,Football Bowl Subdivision,Pacific-12 Conference,"$88,539,090 ",$0 ,"$6,922,065 ","$2,723,819 ","$200,188 ","$364,684 ","$5,443,355 ","$16,590,007 ","$21,973,516 ","$23,522,724 ","$10,798,732 ","$2,686,247,463 ","$24,188,678 ","$8,860,768 "
University of California-Berkeley,110635,2022,Football Bowl Subdivision,Pacific-12 Conference,"$114,485,848 ",$0 ,"$10,433,688 ","$3,156,284 ","$1,790,755 ","$2,058,379 ","$13,094,264 ","$20,465,159 ","$24,104,486 ","$26,254,095 ","$13,128,738 ","$2,686,247,463 ","$34,014,921 ","$10,019,480 "
University of California-Los Angeles,110662,2018,Football Bowl Subdivision,Pacific-12 Conference,"$130,960,560 ",$0 ,"$19,321,534 ","$990,900 ","$1,596,000 ","$1,620,167 ","$16,919,319 ","$18,319,503 ","$23,361,458 ","$34,295,519 ","$14,536,160 ","$4,513,846,740 ","$37,702,515 ",
University of California-Los Angeles,110662,2019,Football Bowl Subdivision,Pacific-12 Conference,"$127,339,042 ",$0 ,"$19,523,476 ","$1,088,519 ","$1,849,196 ","$1,737,627 ","$17,094,235 ","$17,507,178 ","$25,745,926 ","$26,968,731 ","$15,824,154 ","$5,050,971,181 ","$35,463,069 ","$8,755,561 "
University of California-Los Angeles,110662,2020,Football Bowl Subdivision,Pacific-12 Conference,"$119,391,431 ",$0 ,"$17,410,935 ","$1,003,608 ","$1,658,000 ","$1,329,374 ","$14,800,967 ","$17,964,972 ","$25,294,374 ","$24,147,842 ","$15,781,359 ","$5,506,223,182 ","$32,311,478 ","$9,351,025 "
University of California-Los Angeles,110662,2021,Football Bowl Subdivision,Pacific-12 Conference,"$110,128,961 ",$0 ,"$10,298,744 ","$1,311,829 ","$235,000 ","$263,312 ","$8,023,720 ","$25,232,357 ","$26,662,653 ","$22,400,036 ","$15,701,310 ","$5,829,196,611 ","$25,941,456 ","$11,224,172 "
University of California-Los Angeles,110662,2022,Football Bowl Subdivision,Pacific-12 Conference,"$131,106,913 ",$0 ,"$13,498,809 ","$1,343,523 ","$2,880,000 ","$1,752,172 ","$18,852,386 ","$26,693,037 ","$27,166,523 ","$22,756,520 ","$16,163,943 ","$5,829,196,611 ","$36,989,741 ","$11,113,087 "
University of Colorado Boulder,126614,2018,Football Bowl Subdivision,Pacific-12 Conference,"$89,826,611 ",$0 ,"$9,478,733 ","$1,151,183 ","$247,500 ","$1,144,052 ","$7,757,910 ","$26,947,666 ","$16,919,621 ","$14,693,779 ","$11,486,167 ","$1,375,281,955 ","$22,082,240 ","$9,744,982 "
University of Colorado Boulder,126614,2019,Football Bowl Subdivision,Pacific-12 Conference,"$98,413,284 ",$0 ,"$10,715,427 ","$1,282,127 ","$933,903 ","$1,341,699 ","$7,266,840 ","$24,852,598 ","$16,578,878 ","$23,636,965 ","$11,804,847 ","$1,427,560,182 ","$29,642,881 ","$8,338,928 "
University of Colorado Boulder,126614,2020,Football Bowl Subdivision,Pacific-12 Conference,"$91,182,106 ",$0 ,"$9,349,629 ","$1,308,353 ","$1,154,521 ","$870,670 ","$6,577,141 ","$27,480,773 ","$15,894,550 ","$16,634,240 ","$11,912,229 ","$1,481,238,655 ","$22,703,444 ","$8,831,931 "
University of Colorado Boulder,126614,2021,Football Bowl Subdivision,Pacific-12 Conference,"$64,551,755 ",$0 ,"$6,192,814 ","$1,952,154 ","$72,037 ","$328,983 ","$3,973,769 ","$11,641,484 ","$13,664,776 ","$14,518,174 ","$12,207,564 ","$1,470,045,267 ","$17,520,552 ","$7,422,670 "
University of Colorado Boulder,126614,2022,Football Bowl Subdivision,Pacific-12 Conference,"$95,968,696 ",$0 ,"$12,570,100 ","$1,762,088 ","$2,675,007 ","$1,247,057 ","$8,234,663 ","$21,592,591 ","$16,592,504 ","$19,174,865 ","$12,119,821 ","$1,470,045,267 ","$25,533,983 ","$8,411,908 "
University of Florida,134130,2018,Football Bowl Subdivision,Southeastern Conference,"$149,144,376 ",$0 ,"$9,591,474 ","$2,241,940 ","$3,323,758 ","$2,329,421 ","$17,131,646 ","$28,194,921 ","$26,133,301 ","$46,451,148 ","$13,746,767 ","$2,833,496,000 ","$47,767,368 ","$10,784,446 "
University of Florida,134130,2019,Football Bowl Subdivision,Southeastern Conference,"$141,829,002 ",$0 ,"$10,399,623 ","$2,142,556 ","$4,145,113 ","$2,528,828 ","$17,925,127 ","$28,996,728 ","$28,165,174 ","$33,544,262 ","$13,981,591 ","$2,999,706,000 ","$39,499,666 ","$13,370,864 "
University of Florida,134130,2020,Football Bowl Subdivision,Southeastern Conference,"$139,935,182 ",$0 ,"$8,316,287 ","$2,249,761 ","$2,007,008 ","$1,963,342 ","$15,744,821 ","$31,752,763 ","$30,021,603 ","$34,786,660 ","$13,092,937 ","$3,106,276,000 ","$37,611,099 ","$14,477,642 "
University of Florida,134130,2021,Football Bowl Subdivision,Southeastern Conference,"$123,298,839 ",$0 ,"$9,555,187 ","$1,948,928 ","$246,325 ","$649,215 ","$11,422,532 ","$26,863,932 ","$26,738,214 ","$33,018,109 ","$12,856,397 ","$3,138,079,000 ","$29,789,919 ","$13,156,357 "
University of Florida,134130,2022,Football Bowl Subdivision,Southeastern Conference,"$174,365,070 ",$0 ,"$10,780,686 ","$2,406,551 ","$3,276,612 ","$2,966,896 ","$18,223,277 ","$32,643,108 ","$32,184,619 ","$57,626,925 ","$14,256,396 ","$3,138,079,000 ","$61,244,174 ","$16,051,171 "
University of Georgia,139959,2018,Football Bowl Subdivision,Southeastern Conference,"$134,965,406 ","$1,023,821 ","$16,246,587 ","$3,482,014 ","$2,005,150 ","$3,990,422 ","$18,319,425 ","$25,788,164 ","$27,258,747 ","$24,897,243 ","$11,953,833 ","$1,334,408,336 ","$44,909,546 ","$14,697,659 "
University of Georgia,139959,2019,Football Bowl Subdivision,Southeastern Conference,"$144,790,704 ","$1,491,150 ","$18,604,247 ","$2,392,587 ","$4,541,000 ","$5,172,890 ","$17,345,729 ","$29,019,685 ","$29,056,277 ","$25,531,105 ","$11,636,034 ","$1,451,554,814 ","$49,207,807 ","$15,619,008 "
University of Georgia,139959,2020,Football Bowl Subdivision,Southeastern Conference,"$140,529,409 ","$1,771,518 ","$17,564,930 ","$2,098,332 ","$4,823,800 ","$3,829,326 ","$15,832,979 ","$26,165,417 ","$29,945,795 ","$27,699,446 ","$10,797,866 ","$1,504,089,478 ","$48,501,193 ","$16,457,087 "
University of Georgia,139959,2021,Football Bowl Subdivision,Southeastern Conference,"$124,113,714 ","$1,390,821 ","$16,872,499 ","$2,218,370 ","$444,200 ","$940,535 ","$9,902,389 ","$24,155,796 ","$29,771,677 ","$26,486,546 ","$11,930,881 ","$1,441,706,221 ","$36,192,952 ","$16,021,581 "
University of Georgia,139959,2022,Football Bowl Subdivision,Southeastern Conference,"$169,995,701 ","$969,198 ","$21,446,772 ","$2,446,508 ","$3,165,100 ","$6,294,697 ","$21,269,124 ","$28,603,881 ","$40,276,849 ","$33,646,472 ","$11,877,100 ","$1,441,706,221 ","$61,722,123 ","$22,093,910 "
University of Illinois Urbana-Champaign,145637,2018,Football Bowl Subdivision,Big Ten Conference,"$108,696,540 ",$0 ,"$12,438,426 ","$997,889 ","$2,695,982 ","$2,069,031 ","$8,047,254 ","$27,609,302 ","$19,975,276 ","$22,154,340 ","$12,709,040 ","$2,500,245,599 ","$22,235,743 ","$8,025,468 "
University of Illinois Urbana-Champaign,145637,2019,Football Bowl Subdivision,Big Ten Conference,"$120,168,951 ",$0 ,"$15,465,385 ","$1,123,385 ","$2,521,174 ","$2,271,459 ","$9,053,380 ","$31,627,237 ","$20,507,183 ","$24,386,412 ","$13,213,336 ","$2,276,947,638 ","$23,434,155 ","$8,413,714 "
University of Illinois Urbana-Champaign,145637,2020,Football Bowl Subdivision,Big Ten Conference,"$121,638,435 ",$0 ,"$14,784,186 ","$932,847 ","$3,023,500 ","$1,815,731 ","$9,830,904 ","$31,406,858 ","$21,761,819 ","$25,065,112 ","$13,017,478 ","$2,430,290,733 ","$26,687,668 ","$8,919,449 "
University of Illinois Urbana-Champaign,145637,2021,Football Bowl Subdivision,Big Ten Conference,"$102,006,085 ",$0 ,"$6,004,922 ","$866,379 ","$242,511 ","$679,690 ","$5,644,216 ","$30,099,600 ","$22,159,720 ","$24,619,069 ","$11,689,978 ","$2,823,290,738 ","$21,381,419 ","$9,324,510 "
University of Illinois Urbana-Champaign,145637,2022,Football Bowl Subdivision,Big Ten Conference,"$129,119,247 ",$0 ,"$15,531,327 ","$1,393,949 ","$2,838,800 ","$2,376,468 ","$8,138,701 ","$31,349,589 ","$25,956,291 ","$29,026,507 ","$12,507,615 ","$2,823,290,738 ","$29,035,739 ","$10,963,720 "
University of Iowa,153658,2018,Football Bowl Subdivision,Big Ten Conference,"$131,467,820 ","$1,350,000 ","$17,873,378 ","$1,595,984 ","$2,698,481 ","$1,712,668 ","$14,183,984 ","$34,657,557 ","$23,596,603 ","$20,641,524 ","$13,157,641 ","$1,263,850,000 ","$33,242,804 ","$11,806,192 "
University of Iowa,153658,2019,Football Bowl Subdivision,Big Ten Conference,"$147,632,275 ","$1,350,000 ","$18,434,653 ","$1,584,761 ","$3,195,794 ","$2,123,546 ","$15,685,385 ","$44,104,575 ","$26,469,891 ","$21,001,526 ","$13,682,144 ","$1,280,833,000 ","$37,782,218 ","$13,421,662 "
University of Iowa,153658,2020,Football Bowl Subdivision,Big Ten Conference,"$149,161,886 ",$0 ,"$18,675,557 ","$1,937,069 ","$5,007,546 ","$1,492,966 ","$14,815,805 ","$45,118,197 ","$27,585,481 ","$21,715,188 ","$12,814,077 ","$1,320,700,000 ","$41,838,056 ","$14,183,939 "
University of Iowa,153658,2021,Football Bowl Subdivision,Big Ten Conference,"$116,755,350 ",$0 ,"$13,005,449 ","$1,744,497 ","$405,944 ","$87,425 ","$6,805,449 ","$35,721,830 ","$26,921,102 ","$18,722,489 ","$13,341,165 ","$1,358,436,000 ","$29,686,991 ","$13,371,696 "
University of Iowa,153658,2022,Football Bowl Subdivision,Big Ten Conference,"$151,144,861 ",$0 ,"$20,416,006 ","$2,081,403 ","$5,942,843 ","$2,039,354 ","$16,753,112 ","$36,555,225 ","$34,108,484 ","$20,507,349 ","$12,741,085 ","$1,358,436,000 ","$49,396,133 ","$19,082,369 "
University of Kansas,155317,2018,Football Bowl Subdivision,Big 12 Conference,"$104,108,072 ",$0 ,"$12,708,567 ","$938,672 ","$1,627,676 ","$2,326,971 ","$12,053,347 ","$21,260,705 ","$17,736,274 ","$23,464,399 ","$11,991,461 ","$1,079,959,602 ","$19,724,816 ","$5,337,452 "
University of Kansas,155317,2019,Football Bowl Subdivision,Big 12 Conference,"$108,881,800 ",$0 ,"$13,009,758 ","$929,729 ","$1,536,104 ","$2,310,278 ","$11,192,152 ","$20,295,665 ","$18,134,289 ","$28,497,596 ","$12,976,229 ","$1,118,972,157 ","$25,325,278 ","$6,539,435 "
University of Kansas,155317,2020,Football Bowl Subdivision,Big 12 Conference,"$102,693,011 ",$0 ,"$10,364,840 ","$755,594 ","$1,742,382 ","$1,493,759 ","$9,686,659 ","$22,865,442 ","$17,797,593 ","$26,560,350 ","$11,426,392 ","$1,136,094,384 ","$21,961,195 ","$6,550,114 "
University of Kansas,155317,2021,Football Bowl Subdivision,Big 12 Conference,"$94,140,743 ",$0 ,"$3,374,623 ","$1,035,659 ","$471,415 ","$395,972 ","$5,627,072 ","$19,508,868 ","$21,875,888 ","$28,549,066 ","$13,302,180 ","$1,178,620,898 ","$19,661,307 ","$6,227,905 "
