Data,IPEDS_ID,year,FBS_Conference,Total_Expenses,Excess_Transfers_Back,Other_Expenses,Medical,Competition_Guarantees_spent,Recruiting,Game_Expenses_and_Travel,Facilities_and_Equipment,Coaches_Compensation,Support_and_Admin_Compensation_w_Severance,Athletic_Student_Aid,Total_Revenues,Other_Revenue,Corporate_Sponsorship_Advertising_Licensing,Donor_Contributions,Competition_Guarantees_earned,NCAA_Conference_Distributions_Media_Rights_and_Post-Season_Football,Ticket_Sales,Institutional_Government_Support,Student_Fees,Total_Institutional_Government_Support_and_Student_Fees,Total_Football_Spending,Total_Football_Coaching_Salaries,fpi,rk,eff_ove,rnk_ove,eff_off,rnk_off,eff_def,rnk_def,eff_spe,rnk_spe
The University of Alabama,100751,2013,Southeastern Conference,135635482,0,19441292,2729513,3771348,2076564,13447377,29189564,24849100,24682283,15448441,167237378,21894673,13031268,39819032,44782,40458631,45252809,6736183,0,6736183,48329877,13908446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
The University of Alabama,100751,2014,Southeastern Conference,137563658,0,19934787,2831925,3506622,2510874,12353711,28691702,26508044,25278320,15947674,175393103,28946706,17708642,36852573,131630,42287687,42601540,6864326,0,6864326,48065535,14994422,26.8,2,87.3,4,84.9,7,82.5,7,38,111
The University of Alabama,100751,2015,Southeastern Conference,151314930,0,18050193,3415567,4094812,2486293,11880023,38682113,28745775,27677456,16282698,170243469,24146475,12782746,33559679,74476,51832162,44856163,2991769,0,2991769,55608855,17327260,27.4,1,90,1,74.7,16,91.6,1,61.7,18
The University of Alabama,100751,2016,Southeastern Conference,164019302,0,20331403,3576409,4827828,3102723,23578569,34192111,28223476,28634402,17552381,185168307,22829000,13544873,33476769,50429,67193408,45293882,2779944,0,2779944,63466476,15828345,31.2,1,93.5,1,70.8,24,97.4,1,56.2,40
The University of Alabama,100751,2017,Southeastern Conference,175377939,0,19888604,3291587,4470556,2951337,24205365,36319799,33875544,31245745,19129402,192689954,22607578,13271656,36493154,7229158,68227039,41612479,3248891,0,3248891,68817555,20940769,28.4,1,92.8,1,86.4,4,89.9,2,50.6,59
The University of Alabama,100751,2018,Southeastern Conference,179706183,0,21500172,3335048,4496133,3572897,25427891,40367614,30193277,32747075,18066074,191521194,26989778,14059155,32603481,5439216,68324807,41269191,2835565,0,2835565,67923533,16510005,30.1,2,96.9,1,96.6,2,88.4,2,49.4,81
The University of Alabama,100751,2019,Southeastern Conference,196417271,0,24160131,3494360,4224556,4267693,25583995,39049134,35174091,41178460,19284850,173919101,31380578,14584338,7504770,4827872,71343822,41464175,2813545,0,2813545,73893815,21204441,29.4,4,92.7,4,94.4,3,80.3,10,42.5,92
The University of Alabama,100751,2020,Southeastern Conference,181275218,0,24422858,3164777,4798307,3556141,17206391,41951363,33407891,34585959,18181531,198174959,47893411,13632679,21162816,2501105,66992770,41209598,4782581,0,4782581,61257571,20680676,35.9,1,96.4,1,98.1,1,77.6,7,58,27
The University of Alabama,100751,2021,Southeastern Conference,170191728,0,16226624,7689965,306433,734399,15338497,42620876,36509164,32282932,18482838,179800409,9939009,14064127,35640206,20480,98046643,7406322,14683622,0,14683622,59515883,23115254,25.4,2,88.1,2,85.3,3,81.7,5,43.7,103
The University of Alabama,100751,2022,Southeastern Conference,195881911,0,25910952,4028239,4963000,3824089,23426924,42823378,37062029,34890982,18952318,214365357,14803783,15160050,53113300,84000,75614337,44211016,11378871,0,11378871,78521050,22576651,27.3,2,89.5,2,85.5,5,81.1,5,61.7,21
The University of Alabama,100751,2023,Southeastern Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.6,6,84.5,7,74.6,18,79.7,9,68.2,3
Auburn University,100858,2013,Southeastern Conference,119954129,0,18160961,1159761,3710705,3252453,8955220,29154213,19657110,23799811,12103896,120598757,5069996,6068991,37026237,2733716,31535858,33144176,0,5019782,5019782,42230582,10044604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Auburn University,100858,2014,Southeastern Conference,144759204,0,21079692,1184109,5848028,3101346,12823558,35326183,23317119,28338610,13740559,130160195,5731002,6038439,45107928,43495,34072875,34147581,0,5018875,5018875,56817469,11984673,21.9,8,77.7,15,86.2,6,58.4,45,41.7,102
Auburn University,100858,2015,Southeastern Conference,132043296,0,16145241,1006665,4305867,2755420,9573798,27411600,24146487,29611874,17086344,142514563,9537415,6931334,42305886,523609,43802489,34504831,0,4908999,4908999,45246858,12822101,13,30,65.4,36,59,41,63.7,37,56.5,40
Auburn University,100858,2016,Southeastern Conference,140972900,0,19076557,1123477,4117684,2549264,10833794,30432412,25462909,29810137,17566665,158140814,11175387,6995740,40328966,3657986,53527793,36314977,494868,5645097,6139965,47301301,13371732,19.3,11,74.6,15,63.2,35,73.3,17,62.4,22
Auburn University,100858,2017,Southeastern Conference,146900191,0,17721062,1084087,4105851,2446817,12117392,34856945,26111148,30887887,17569002,163067611,11491381,9755047,39145729,64117,62124273,36470351,0,4016714,4016714,47389729,13505212,21.6,9,82.4,10,70.7,20,84.7,6,46.8,86
Auburn University,100858,2018,Southeastern Conference,150856571,0,17756842,1009278,4195482,2248566,13186347,32940324,29150520,32026296,18342915,159297718,10960317,10392190,38506647,47481,57870178,35841245,0,5679660,5679660,47891344,16130164,16,12,70,26,53.6,59,75.4,20,55.7,37
Auburn University,100858,2019,Southeastern Conference,147601722,0,21060319,952701,4372544,2319225,12017148,32159050,29802622,27644134,17273979,161586723,11458028,10246724,37393490,4576626,58497801,33837680,0,5576374,5576374,50712010,16036188,21.3,10,81.9,12,58.6,40,88.4,3,56.2,36
Auburn University,100858,2020,Southeastern Conference,142197026,0,14186319,862304,5336014,1782057,10582925,32769018,30549697,27784897,18343796,160924683,10405147,10112408,35093992,3796136,59128403,35409753,787312,6191531,6978843,48112394,15362907,13.3,19,61.6,30,59.6,36,52.8,54,70.3,8
Auburn University,100858,2021,Southeastern Conference,133289885,0,6949671,802600,360000,284012,8471403,29225731,29537173,41221425,16437870,123546999,10544676,4666566,16225555,0,79878922,3718186,3106867,5406227,8513094,51651240,15510210,9.9,20,65.6,31,58.9,46,65.7,22,52.4,55
Auburn University,100858,2022,Southeastern Conference,151590763,0,18404593,1412131,4215945,2730647,12571050,33866857,27717457,33633888,17038195,174568442,9633391,11100482,36372783,10000,67749979,34140396,9157809,6403602,15561411,52254829,12663575,6.2,42,55,60,47.1,67,62.1,39,45.4,87
Auburn University,100858,2023,Southeastern Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,34,63.1,37,46.2,76,69.5,23,63.9,12
Arizona State University,104151,2013,Pacific-12 Conference,76304538,0,10367910,1710401,1766438,1363348,9030021,12000663,15829209,10120144,14116404,76390343,4251765,10502202,14815987,348953,23544779,11154845,11771813,0,11771813,27430011,6880828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arizona State University,104151,2014,Pacific-12 Conference,85334045,0,12219550,1826613,1656254,1269365,9811791,12846448,19129971,12035449,14538605,85535684,4309056,11615539,15451933,1602451,26278418,14748421,11529866,0,11529866,31900038,8685600,14.2,24,73.8,20,63.9,31,74.7,17,52.4,59
Arizona State University,104151,2015,Pacific-12 Conference,95888509,0,12167538,2110818,1774560,1342478,10718188,17051635,20321942,17431689,12969660,96536188,4196749,11751635,16886763,0,28921984,12623839,10771520,11383699,22155218,31519393,9521423,9.7,37,59.9,49,59.6,40,54.1,60,56.6,38
Arizona State University,104151,2016,Pacific-12 Conference,100579680,0,11217712,1698513,1325742,1357024,10226922,22273447,19269399,17502325,15708596,106874990,4596277,15418032,18810077,2646724,32124935,13434355,7903416,11941174,19844590,30578084,8483010,0.4,70,40.9,84,37,87,43.4,78,62.4,21
Arizona State University,104151,2017,Pacific-12 Conference,109247564,0,9446766,1958271,1648555,1638770,9426334,28395173,21152171,19247315,16334208,112292516,4247483,18363419,21890874,628454,35214643,11091616,8911036,11944991,20856027,35070533,9210903,4.1,47,56.5,55,65.9,29,45.1,75,45.7,91
Arizona State University,104151,2018,Pacific-12 Conference,136811185,0,10304778,1759419,1903090,1665792,12108959,34938515,22486828,34692228,16951576,122625701,4233991,19500405,26971968,546565,35747650,13382942,10528771,11713407,22242178,56994850,9265876,6.7,41,62.4,39,71.8,17,48.2,74,49,83
Arizona State University,104151,2019,Pacific-12 Conference,125496199,0,10403899,1628383,1532392,1713992,12159765,37470641,21114042,21903967,17569117,128987984,4708578,20094602,32420747,478638,37126380,13643571,8901957,11613511,20515468,33893288,7496527,6,43,60,42,43.3,81,65,35,69.4,9
Arizona State University,104151,2020,Pacific-12 Conference,123452313,0,9370441,1942282,2907505,1405147,11697799,31916596,22592235,23997594,17622714,112016216,5103626,21203520,15801914,528201,37044315,14410553,6013857,11910229,17924086,42613898,8707822,12,23,84.8,5,84.1,6,74.9,13,49.1,69
Arizona State University,104151,2021,Pacific-12 Conference,103772499,0,4531886,2356712,207992,380468,6255752,28390717,22357899,21940189,17350884,117675310,935907,17802019,7940129,0,21484281,342176,57869086,11301712,69170798,26093543,8899443,6.4,39,61.8,41,63.1,33,61.2,36,32.7,123
Arizona State University,104151,2022,Pacific-12 Conference,124008192,0,9227304,2367604,1679756,1269014,14394199,29507344,24802737,23658668,17101566,121079615,4942444,21618331,20475970,481516,40164060,14144182,7591351,11661761,19253112,39264216,9306528,-2.2,75,40.1,89,53.3,56,35.3,107,38.3,112
Arizona State University,104151,2023,Pacific-12 Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.3,97,34.7,100,34.3,96,47.5,70,30.4,130
University of Arizona,104179,2013,Pacific-12 Conference,79390384,0,9392543,1106102,2508621,1400651,10732939,10723821,16809285,13573017,13143405,79690226,4700167,6859219,19058995,197684,22838915,17512772,8522474,0,8522474,24065211,6820487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Arizona,104179,2014,Pacific-12 Conference,109337788,0,9747165,1098742,2169113,1581389,12601114,37858572,17474937,14443965,12362792,114358922,4505143,7220785,50666026,529004,25303617,17090649,9043698,0,9043698,25048551,7124452,14.1,25,66.9,33,63,34,66,34,45.4,90
University of Arizona,104179,2015,Pacific-12 Conference,92267293,0,9914605,1172591,1496516,1603118,10898935,18759666,19517073,14568224,14336565,99617583,5278280,9452516,25076786,460721,31037049,18062666,10249565,0,10249565,22470304,8804846,5.6,54,50.8,67,65.6,31,35.5,102,54.4,50
University of Arizona,104179,2016,Pacific-12 Conference,98511153,0,7184391,1264918,2221368,1760870,12185746,20445730,23738309,15697004,14012817,96367869,5488597,9777554,21342941,375254,31190671,17424707,10768145,0,10768145,25073367,9490382,-2.5,79,37,90,56.2,48,31.5,106,29.6,126
University of Arizona,104179,2017,Pacific-12 Conference,101433692,0,11066679,1307830,2037984,1666729,11434102,19872862,20745443,17583514,15718547,100571206,5659400,10944204,20085693,1162284,34463981,17124451,11131192,0,11131192,24027045,8919559,5.3,43,61.4,44,81.2,7,39.4,91,40.6,111
University of Arizona,104179,2018,Pacific-12 Conference,111503078,0,11026044,1365673,1373751,1613674,12597916,21415374,22134952,25971345,14004349,103451089,5430258,9567064,25063264,576780,34506328,14857554,12227998,1221842,13449840,35071773,10330812,1.9,64,47.5,77,57.5,48,42,89,40.7,111
University of Arizona,104179,2019,Pacific-12 Conference,106589219,0,10867475,1448862,2425377,1931622,12349469,26380045,18732832,18216998,14236539,111385830,6189815,9287897,22167535,340565,34745163,15457817,21187081,2009956,23197037,23920235,6814708,-2.4,72,41.5,87,54.9,49,40.9,89,24.3,129
University of Arizona,104179,2020,Pacific-12 Conference,105833536,0,11007501,1330073,1756936,1544915,11454370,26084672,20412973,18578800,13663296,102409618,5703027,8764221,24597176,558982,34090241,13643455,12346630,2705885,15052515,23155760,7768383,-7.1,98,26,107,28.1,105,31.8,104,53.6,49
University of Arizona,104179,2021,Pacific-12 Conference,93431241,0,7548026,792229,529000,589862,5460458,14245558,33717355,16557611,13991142,101776916,4626228,6874440,13779297,41400,19317896,772925,53313313,3051417,56364730,25867931,15423024,-11.3,106,27.6,110,27.3,112,38.9,102,43.2,105
University of Arizona,104179,2022,Pacific-12 Conference,124944926,0,13866010,1144200,1842910,2594234,14101997,35174017,22395123,19996951,13829484,124353539,6849944,9512261,19865817,1578936,36269337,19164426,27866490,3246328,31112818,26564749,7975292,-2,73,46.5,71,68.7,27,26.8,123,55,47
University of Arizona,104179,2023,Pacific-12 Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,20,74.9,17,76.1,16,61.9,37,58.8,28
University of Arkansas,106397,2013,Southeastern Conference,107165618,0,17082071,1411269,4175433,1734647,12351463,19904993,20867696,19790918,9847127,116051009,5164843,12870959,22607536,8142,27172212,45869049,2358268,0,2358268,34734703,9834083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Arkansas,106397,2014,Southeastern Conference,108326124,0,15141710,1750045,3799035,1904646,12289439,23118859,19615943,20342019,10364428,110791110,6240506,13522297,24352854,417467,24799473,39242089,2216424,0,2216424,32134512,8784435,17.5,17,81.7,8,72,23,78.8,11,60.7,23
University of Arkansas,106397,2015,Southeastern Conference,111017180,0,16489995,1579988,3828473,1989189,13728804,21817704,20709970,20330574,10542481,130528259,4552986,13731072,27888328,358409,40985861,43011604,0,0,0,35206794,9501571,17.4,14,74.9,14,88.4,1,44.3,81,49.9,66
University of Arkansas,106397,2016,Southeastern Conference,119261147,0,17379451,1791397,4157349,2430010,14858930,23309246,21985255,21188461,12161047,141104590,3921482,16483679,29196721,68869,49181636,42252204,0,0,0,38654006,10243793,6.3,50,58.2,48,62.1,38,45.8,71,62.2,25
University of Arkansas,106397,2017,Southeastern Conference,124809217,0,17179602,1720689,4019732,2365779,16178206,25224214,22658925,22387257,13074813,143357002,3678307,15504818,27534669,414548,51158898,45065763,0,0,0,41262815,10504244,-1.4,69,43.7,80,54.7,48,35.3,96,52.1,56
University of Arkansas,106397,2018,Southeastern Conference,137444980,0,20687693,1773439,5043219,2584224,14015611,26828128,24854626,28078766,13579273,140419405,4246739,17193092,26165496,4316,50761669,42048093,0,0,0,48163187,12150661,-5.2,91,33.8,98,28.4,108,46.8,77,45.9,93
University of Arkansas,106397,2019,Southeastern Conference,137383964,0,19848570,1995245,4168142,3471216,15162582,29442072,23614365,26153286,13528486,145733209,3952309,24663827,24852819,346586,48990532,42927135,0,0,0,45747895,10487845,-7,91,29.8,110,31.9,103,34.6,102,50.8,66
University of Arkansas,106397,2020,Southeastern Conference,129676114,0,15526364,1689978,5139188,2035624,11304049,30060553,23817657,26525385,13577316,129152856,3164938,16589093,19716178,2109664,49859024,36146517,1567444,0,1567444,45598666,10203783,2.8,56,58.8,39,58.4,40,65.4,30,21.2,124
University of Arkansas,106397,2021,Southeastern Conference,111597676,0,12924509,4067897,704390,383920,11825959,18476969,22495172,28581663,12137197,132396607,1999368,14918733,19786593,10000,78471827,15631609,1578477,0,1578477,34383743,9909013,9.8,21,70.2,19,66.4,24,65.6,23,54.5,48
University of Arkansas,106397,2022,Southeastern Conference,144319041,0,14568015,1391696,4808748,2262001,20310196,30811116,27798915,26925021,15443333,152513755,5510401,20579436,22165941,5000,56179018,48073959,0,0,0,46994950,12296748,6.9,36,62.3,31,69.2,26,48.1,72,56.3,41
University of Arkansas,106397,2023,Southeastern Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1,55,47.1,70,33.8,97,61.1,41,53.4,59
University of California-Berkeley,110635,2013,Pacific-12 Conference,104832820,0,29809682,1431666,1612589,1061287,10710335,6565316,20962295,21047273,11632376,109905417,20455070,8110148,30316388,330859,24959684,16931244,7119444,1682579,8802023,30532292,8003628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California-Berkeley,110635,2014,Pacific-12 Conference,103138322,0,27999807,1636235,1736547,1307809,11125324,8755363,16790310,22495519,11291408,103314728,18612662,10837790,25974813,50134,25860693,16276003,4049391,1653241,5702633,35643724,5162478,6.5,47,57.1,51,73.9,20,36.2,98,49.9,66
University of California-Berkeley,110635,2015,Pacific-12 Conference,107484540,0,8682262,1809486,1652092,1446652,11335957,30680496,18784149,22019508,11073939,97793609,13373698,10915321,25806605,4360547,29379971,12525293,0,1432173,1432173,35844421,5840538,14,25,69.6,28,79.5,14,55,57,35,116
University of California-Berkeley,110635,2016,Pacific-12 Conference,116718841,0,7879562,3013573,1968921,1476544,13909884,30491072,22589398,22201274,13188614,92186914,14680476,9923053,22325986,374831,32373821,12069155,0,439593,439593,36784163,7343837,4.4,58,48.2,66,69.1,28,26.3,119,51.8,59
University of California-Berkeley,110635,2017,Pacific-12 Conference,118239759,0,10214468,2737228,1877929,1290532,12190090,30497090,21678937,23792854,13960632,100571005,12172543,14202464,22705585,2397576,34186814,14906024,0,0,0,41103813,6967291,2,55,51.2,63,46.8,72,55.8,53,48.6,75
University of California-Berkeley,110635,2018,Pacific-12 Conference,119304089,0,9039020,2555069,2017154,1507978,11785819,34460725,20184225,23695389,14058711,98465389,9151875,23190699,19540368,249823,34971516,11361108,0,0,0,42699569,6767832,4.2,52,56.5,54,27.9,110,80.7,8,53,58
University of California-Berkeley,110635,2019,Pacific-12 Conference,113066130,0,10789415,2815361,1474506,1875328,13713706,22381237,23099431,24188165,12728981,92741610,7868327,18231361,16218430,413359,37894610,12115523,0,0,0,38422583,9122242,3.5,52,59.3,45,50.5,61,66.3,31,40.8,99
University of California-Berkeley,110635,2020,Pacific-12 Conference,106613354,0,10028478,2515340,1162930,1491853,11486672,20284149,22192994,26032215,11418722,109979530,10520662,18748592,13936096,406752,36410314,8934345,20557520,465250,21022770,32690559,8725533,3.5,51,45.8,75,35.8,91,69.5,21,24.9,122
University of California-Berkeley,110635,2021,Pacific-12 Conference,88539090,0,6922065,2723819,200188,364684,5443355,16590007,21973516,23522724,10798732,91997368,31371144,9202835,12163867,0,21072253,121832,17621063,444374,18065437,24188678,8860768,-0.1,73,55.6,58,49.1,69,56.8,51,59.1,30
University of California-Berkeley,110635,2022,Pacific-12 Conference,114485848,0,10433688,3156284,1790755,2058379,13094264,20465159,24104486,26254095,13128738,118212179,13545631,13083897,15856430,528000,37995434,8073384,28685029,444374,29129403,34014921,10019480,-1.4,71,44.9,74,38.4,84,54.7,56,43.4,97
University of California-Berkeley,110635,2023,Pacific-12 Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9,52,52.3,62,45.4,79,60.3,43,43.1,98
University of California-Los Angeles,110662,2013,Pacific-12 Conference,97621515,0,12794946,551413,1699690,1365425,14415303,12318224,18353982,22638714,13483818,97621515,10357895,11494720,16792430,585676,26319433,29015226,69791,2986343,3056133,23437262,6196463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of California-Los Angeles,110662,2014,Pacific-12 Conference,98924744,0,12380978,462652,1992762,1496108,14926546,13810321,21478103,18483612,13893662,98924744,13624291,13337344,18576041,598057,29302871,20382798,68676,3034666,3103342,27576129,8252888,19.2,11,73.8,21,75.2,17,64.4,39,48.7,74
University of California-Los Angeles,110662,2015,Pacific-12 Conference,110795650,0,17810297,488699,1107525,1439722,17278705,15336679,22877608,20059383,14397033,110795650,7775724,13016351,19263369,2994398,34792417,29902611,68595,2982185,3050780,30706350,8564663,14.7,20,65.8,33,66.7,29,64.2,35,34.7,117
University of California-Los Angeles,110662,2016,Pacific-12 Conference,111673590,0,16662783,1046017,1437792,1362821,16856210,15737228,23986567,19353583,15230589,111673590,12964124,19380059,17492766,948821,37155467,20730819,67740,2933794,3001534,30185109,9324346,7.9,43,58.1,49,40.1,81,75.4,13,32.4,120
University of California-Los Angeles,110662,2017,Pacific-12 Conference,115085778,0,16859921,1077779,1112093,1579275,16519472,16671208,25175058,20791613,15299359,115085778,7919040,17658745,20650473,1449746,40376644,24037412,66328,2927390,2993717,30202032,10011975,4.8,45,52.8,61,63.2,36,43.4,82,45.2,95
University of California-Los Angeles,110662,2018,Pacific-12 Conference,141319862,0,20849915,1069283,1722248,1748326,18257679,19768621,25209407,37008379,15686006,141319862,15845605,42861771,20494987,1278600,38564946,19459474,64746,2749731,2814477,40684876,NA,0.8,68,46.8,80,55.4,55,43.5,84,38.7,116
University of California-Los Angeles,110662,2019,Pacific-12 Conference,134966005,0,20692833,1153716,1959953,1841702,18118093,18555769,27287976,28584021,16771941,114906354,8764199,25221985,19165696,972659,37981533,20068707,63594,2667981,2731575,37587127,9279975,0.9,58,45,76,47.6,70,41.2,87,59.6,25
University of California-Los Angeles,110662,2020,Pacific-12 Conference,125000387,0,18228893,1050757,1735892,1391827,15496310,18808958,26482692,25282297,16522760,102263260,7809081,25324302,13351532,859836,36812464,15407755,62819,2635471,2698289,33829457,9790332,8.5,29,63.6,28,64.4,28,58.2,41,47.1,78
University of California-Los Angeles,110662,2021,Pacific-12 Conference,110128961,0,10298744,1311829,235000,263312,8023720,25232357,26662653,22400036,15701310,47652914,3280793,8060041,8533550,227500,24973817,0,60000,2517213,2577213,25941456,11224172,8.4,31,64.7,34,75.1,11,46.5,77,51,63
University of California-Los Angeles,110662,2022,Pacific-12 Conference,131106913,0,13498809,1343523,2880000,1752172,18852386,26693037,27166523,22756520,16163943,103061344,8395717,14797730,18522470,605100,40668753,17494361,60000,2517213,2577213,36989741,11113087,8.6,27,65.6,28,81.5,10,44.8,79,34.9,121
University of California-Los Angeles,110662,2023,Pacific-12 Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,35,62.9,38,45.5,78,81.1,6,24.9,133
University of Colorado Boulder,126614,2013,Pacific-12 Conference,77150527,0,11377720,860509,997159,1018782,7528375,15677982,12525233,16907979,10256787,67853088,3910339,4740583,14751696,302426,21958821,13933659,6493927,1761638,8255565,23009506,6711402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
University of Colorado Boulder,126614,2014,Pacific-12 Conference,73601813,0,9699109,694766,1687543,1031083,7097767,16567348,14428845,11529774,10865577,73514431,4505283,4574965,12019337,68676,24564561,13806554,12235586,1739469,13975055,19857706,7362323,-1,75,39.8,84,47.4,68,38.3,93,41.6,103
University of Colorado Boulder,126614,2015,Pacific-12 Conference,74623799,0,8349693,886436,513384,1035166,8122802,17586433,14758190,12111263,11260433,77572159,5028214,4944559,11733481,312679,28379467,13206962,12198370,1768427,13966797,19480081,7681611,-0.7,82,41.1,89,35.5,94,51.8,65,46.5,82
University of Colorado Boulder,126614,2016,Pacific-12 Conference,84374526,0,9606452,1025890,1253048,1057743,7850756,22966346,15283895,13415414,11914982,87246222,7153900,7729454,12440092,722565,30714065,13962534,12724320,1799292,14523613,20742464,7692377,14.2,19,73.6,17,61.3,39,82.2,9,33.3,117
University of Colorado Boulder,126614,2017,Pacific-12 Conference,100199626,0,12621851,1226836,1016082,1090774,10842291,29719120,15789963,15854378,12038333,104163237,11599858,7093186,17657608,1602918,37033288,15272374,12074776,1829230,13904006,24459767,8339769,-0.5,67,46.4,70,47.9,67,42.2,85,62.9,12
University of Colorado Boulder,126614,2018,Pacific-12 Conference,96932116,0,10228524,1242244,267078,1234549,8371580,29079293,18258005,15856093,12394751,96667664,6402118,7857317,19826307,134888,33519744,15612303,11461211,1853775,13314986,23828999,10515834,0.2,69,53.2,63,49.4,69,58.9,51,41,109
University of Colorado Boulder,126614,2019,Pacific-12 Conference,104307741,0,11357227,1358920,989839,1422060,7702087,26341143,17571869,25052699,12511897,100621335,9989106,9266500,18932047,339166,34204913,14870887,11376827,1641889,13018716,31418339,8838388,-1.6,70,46.3,71,57.5,43,37.1,96,45.5,83
University of Colorado Boulder,126614,2020,Pacific-12 Conference,95465801,0,9788870,1369819,1208760,911574,6886132,28771807,16641269,17415709,12471860,100083607,13449109,7439426,14666339,56537,34214678,18524476,10060548,1672493,11733041,23770042,9246851,1.8,59,60.1,33,52.7,55,63.4,32,52.1,54
University of Colorado Boulder,126614,2021,Pacific-12 Conference,64551755,0,6192814,1952154,72037,328983,3973769,11641484,13664776,14518174,12207564,47074223,2647218,7578753,3930144,40000,21204438,41752,10562546,1069372,11631918,17520552,7422670,-5.4,89,37.7,93,24.6,118,47.7,74,71,3
University of Colorado Boulder,126614,2022,Pacific-12 Conference,95968696,0,12570100,1762088,2675007,1247057,8234663,21592591,16592504,19174865,12119821,94873830,7865444,5911440,13302241,0,36730124,19175198,10385119,1504264,11889383,25533983,8411908,-17.1,124,15.3,128,13.8,128,28.9,121,46.6,78
University of Colorado Boulder,126614,2023,Pacific-12 Conference,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,77,43.9,82,50.4,60,38.3,97,55.8,47
Florida State University,134097,2013,Atlantic Coast Conference,98605607,0,14656612,1725507,2277236,1270259,16801141,18539462,16768259,15464721,11102409,106293828,13821197,13794851,21977153,481787,23460906,23615682,0,9142251,9142251,27250820,7864371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Florida State University,134097,2014,Atlantic Coast Conference,113162977,0,14701040,1570130,3127337,1657729,22587922,20913325,19482037,18281817,10841639,119925652,13872682,17024000,25778339,696044,24174616,29245584,0,9134387,9134387,37607807,8741840,19,14,74.8,18,76.3,12,62.9,42,55,43
Florida State University,134097,2015,Atlantic Coast Conference,127342971,0,25826757,1929301,1915011,1990402,20702330,21548718,22764735,20189035,10476682,138130509,14958871,21835483,28884725,4120518,30326886,29917765,0,8086261,8086261,36229591,11559004,18,13,73.8,16,70,22,70.3,22,48.8,69
Florida State University,134097,2016,Atlantic Coast Conference,130549222,0,26145068,2022469,2782586,1826684,16050280,23385186,26897497,19985394,11454059,128429525,13183129,10756024,36560490,663405,36138976,22812760,0,8314743,8314743,47934405,14413661,22.2,8,80.6,8,80.8,5,75.6,12,32.4,121
Florida State University,134097,2017,Atlantic Coast Conference,173061840,14568373,40481656,2446121,1965296,3639469,20794718,29980527,24253022,22405291,12527367,159754965,25634904,9466808,45881841,4007957,38844292,27687414,0,8231748,8231748,55038285,11741803,13.3,20,68.5,26,52.8,53,74,18,56,41
Florida State University,134097,2018,Atlantic Coast Conference,170903346,0,48371960,2372443,2830249,2759336,21463740,26730159,31460132,22583458,12331868,181481131,31033270,9268658,60307119,6077073,39283282,26346140,0,9165589,9165589,62058150,17260440,0.9,67,45.2,83,29.5,106,63.2,33,44.7,98
Florida State University,134097,2019,Atlantic Coast Conference,159140379,0,34573917,2107422,3454366,2747128,14262694,41383346,25714257,22917463,11979786,161907306,22834386,14718478,42722402,140145,43383871,21566225,7605471,8936329,16541800,50315790,11540964,4,51,52.3,57,47.1,73,57.3,50,46.3,81
Florida State University,134097,2020,Atlantic Coast Conference,162969545,0,26122833,1836268,3311911,1918451,11118473,38420087,26935273,41262112,12044136,135564327,12407682,16127458,38964341,523490,33937398,18156380,6293027,9154551,15447577,70842743,14012629,-3.8,88,31.2,101,36.6,88,28.6,110,66.3,15
Florida State University,134097,2021,Atlantic Coast Conference,121923106,0,28963468,1788055,504343,286103,7276189,30379007,20122052,22142112,10461777,129743001,11551632,17751098,43791006,83776,37896134,4768147,5219521,8681687,13901208,36751494,9491573,3.8,51,55.1,60,51.9,63,59.7,42,38.6,118
